# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
109.6869775; -40.4674971; 43.4194460; 2.5980093; 0.0289145; 17.3765241; 3.0807267
111.6812862; -41.4506824; 41.6842140; 2.6535346; 0.0269911; 17.7265742; 3.3221651
113.6755949; -42.3394166; 39.8975515; 2.7060251; 0.0256345; 18.0964714; 3.4004946
115.6699036; -43.1347340; 38.0700790; 2.7557527; 0.0242829; 18.4674186; 3.5052812
117.6642123; -43.8411718; 36.2048321; 2.8029156; 0.0229831; 18.8421542; 3.6184915
119.6585209; -44.4614544; 34.3088725; 2.8474764; 0.0217076; 19.2213306; 3.7490071
121.6528296; -44.9990966; 32.3888951; 2.8890886; 0.0200380; 19.6064506; 3.9078939
123.6471383; -45.4597292; 30.4484112; 2.9274014; 0.0183441; 20.0000000; 0.0000000
125.6414470; -45.8490601; 28.4924496; 2.9622450; 0.0166047; 20.0000000; 0.0000000
127.6357557; -46.1733871; 26.5246919; 2.9936759; 0.0149185; 20.0000000; 0.0000000
129.6300644; -46.4390325; 24.5480979; 3.0217627; 0.0132428; 20.0000000; 0.0000000
131.6243730; -46.6523567; 22.5654719; 3.0464965; 0.0115663; 20.0000000; 0.0000000
133.6186817; -46.8199421; 20.5779651; 3.0678882; 0.0098830; 20.0000000; 0.0000000
135.6129904; -46.9483090; 18.5877420; 3.0859149; 0.0081884; 20.0000000; 0.0000000
137.6072991; -47.0441433; 16.5961148; 3.1005401; 0.0064811; 20.0000000; 0.0000000
139.6016078; -47.1139687; 14.6024781; 3.1122088; 0.0052226; 20.0000000; 0.0000000
141.5959164; -47.1630007; 12.6088141; 3.1213986; 0.0040193; 20.0000000; 0.0000000
143.5902251; -47.1960391; 10.6153211; 3.1282582; 0.0028598; 20.0000000; 0.0000000
145.5845338; -47.2173636; 8.6208893; 3.1333353; 0.0022314; 20.0000000; 0.0000000
147.5788425; -47.2297115; 6.6269234; 3.1374505; 0.0021848; 20.0000000; 0.0000000
